model,slot,target,year,choice,is_target,count,n_valid
dexcrow-01c6/deepseek-v4-expt,exp3_bro,bro,2016,bro,1,6,30
dexcrow-01c6/deepseek-v4-expt,exp3_bro,bro,2016,bruh,0,24,30
dexcrow-01c6/deepseek-v4-expt,exp3_bro,bro,2017,bro,1,9,30
dexcrow-01c6/deepseek-v4-expt,exp3_bro,bro,2017,bruh,0,21,30
dexcrow-01c6/deepseek-v4-expt,exp3_bro,bro,2018,bro,1,9,28
dexcrow-01c6/deepseek-v4-expt,exp3_bro,bro,2018,bruh,0,19,28
dexcrow-01c6/deepseek-v4-expt,exp3_bro,bro,2019,bro,1,9,28
dexcrow-01c6/deepseek-v4-expt,exp3_bro,bro,2019,bruh,0,19,28
dexcrow-01c6/deepseek-v4-expt,exp3_bro,bro,2020,bro,1,20,30
dexcrow-01c6/deepseek-v4-expt,exp3_bro,bro,2020,bruh,0,10,30
dexcrow-01c6/deepseek-v4-expt,exp3_bro,bro,2021,bro,1,28,29
dexcrow-01c6/deepseek-v4-expt,exp3_bro,bro,2021,bruh,0,1,29
dexcrow-01c6/deepseek-v4-expt,exp3_bro,bro,2022,bro,1,29,30
dexcrow-01c6/deepseek-v4-expt,exp3_bro,bro,2022,bruh,0,1,30
dexcrow-01c6/deepseek-v4-expt,exp3_bro,bro,2023,bro,1,30,30
dexcrow-01c6/deepseek-v4-expt,exp3_bro,bro,2024,bro,1,30,30
dexcrow-01c6/deepseek-v4-expt,exp3_bro,bro,2025,bro,1,28,30
dexcrow-01c6/deepseek-v4-expt,exp3_bro,bro,2025,bruh,0,2,30
dexcrow-01c6/deepseek-v4-expt,exp3_gaslight,gaslight,2013,gaslight,1,30,30
dexcrow-01c6/deepseek-v4-expt,exp3_gaslight,gaslight,2014,gaslight,1,27,27
dexcrow-01c6/deepseek-v4-expt,exp3_gaslight,gaslight,2015,gaslight,1,30,30
dexcrow-01c6/deepseek-v4-expt,exp3_gaslight,gaslight,2016,gaslight,1,29,29
dexcrow-01c6/deepseek-v4-expt,exp3_gaslight,gaslight,2017,gaslight,1,30,30
dexcrow-01c6/deepseek-v4-expt,exp3_gaslight,gaslight,2018,gaslight,1,30,30
dexcrow-01c6/deepseek-v4-expt,exp3_gaslight,gaslight,2019,gaslight,1,29,29
dexcrow-01c6/deepseek-v4-expt,exp3_gaslight,gaslight,2020,gaslight,1,28,28
dexcrow-01c6/deepseek-v4-expt,exp3_gaslight,gaslight,2021,gaslight,1,29,29
dexcrow-01c6/deepseek-v4-expt,exp3_gaslight,gaslight,2022,gaslight,1,29,29
dexcrow-01c6/deepseek-v4-expt,exp3_gaslight,gaslight,2023,gaslight,1,29,29
dexcrow-01c6/deepseek-v4-expt,exp3_gaslight,gaslight,2024,gaslight,1,29,29
dexcrow-01c6/deepseek-v4-expt,exp3_gaslight,gaslight,2025,gaslight,1,29,29
dexcrow-01c6/deepseek-v4-expt,exp3_glow_up,glow-up,2013,clean girl,0,1,28
dexcrow-01c6/deepseek-v4-expt,exp3_glow_up,glow-up,2013,glow-up,1,27,28
dexcrow-01c6/deepseek-v4-expt,exp3_glow_up,glow-up,2014,glow-up,1,29,29
dexcrow-01c6/deepseek-v4-expt,exp3_glow_up,glow-up,2015,glow-up,1,30,30
dexcrow-01c6/deepseek-v4-expt,exp3_glow_up,glow-up,2016,glow-up,1,29,29
dexcrow-01c6/deepseek-v4-expt,exp3_glow_up,glow-up,2017,clean girl,0,1,30
dexcrow-01c6/deepseek-v4-expt,exp3_glow_up,glow-up,2017,glow-up,1,29,30
dexcrow-01c6/deepseek-v4-expt,exp3_glow_up,glow-up,2018,glow-up,1,29,29
dexcrow-01c6/deepseek-v4-expt,exp3_glow_up,glow-up,2019,glow-up,1,29,29
dexcrow-01c6/deepseek-v4-expt,exp3_glow_up,glow-up,2020,glow-up,1,30,30
dexcrow-01c6/deepseek-v4-expt,exp3_glow_up,glow-up,2021,clean girl,0,1,30
dexcrow-01c6/deepseek-v4-expt,exp3_glow_up,glow-up,2021,glow-up,1,29,30
dexcrow-01c6/deepseek-v4-expt,exp3_glow_up,glow-up,2022,glow-up,1,30,30
dexcrow-01c6/deepseek-v4-expt,exp3_glow_up,glow-up,2023,glow-up,1,29,29
dexcrow-01c6/deepseek-v4-expt,exp3_glow_up,glow-up,2024,glow-up,1,28,28
dexcrow-01c6/deepseek-v4-expt,exp3_glow_up,glow-up,2025,clean girl,0,1,29
dexcrow-01c6/deepseek-v4-expt,exp3_glow_up,glow-up,2025,glow-up,1,28,29
dexcrow-01c6/deepseek-v4-expt,exp3_legit,legit,2013,legit,1,30,30
dexcrow-01c6/deepseek-v4-expt,exp3_legit,legit,2014,legit,1,27,28
dexcrow-01c6/deepseek-v4-expt,exp3_legit,legit,2014,on god,0,1,28
dexcrow-01c6/deepseek-v4-expt,exp3_legit,legit,2015,legit,1,24,26
dexcrow-01c6/deepseek-v4-expt,exp3_legit,legit,2015,on god,0,2,26
dexcrow-01c6/deepseek-v4-expt,exp3_legit,legit,2016,legit,1,20,27
dexcrow-01c6/deepseek-v4-expt,exp3_legit,legit,2016,on god,0,7,27
dexcrow-01c6/deepseek-v4-expt,exp3_legit,legit,2017,legit,1,20,29
dexcrow-01c6/deepseek-v4-expt,exp3_legit,legit,2017,on god,0,9,29
dexcrow-01c6/deepseek-v4-expt,exp3_legit,legit,2018,legit,1,19,29
dexcrow-01c6/deepseek-v4-expt,exp3_legit,legit,2018,on god,0,10,29
dexcrow-01c6/deepseek-v4-expt,exp3_legit,legit,2019,legit,1,21,30
dexcrow-01c6/deepseek-v4-expt,exp3_legit,legit,2019,on god,0,9,30
dexcrow-01c6/deepseek-v4-expt,exp3_legit,legit,2020,legit,1,20,30
dexcrow-01c6/deepseek-v4-expt,exp3_legit,legit,2020,on god,0,10,30
dexcrow-01c6/deepseek-v4-expt,exp3_legit,legit,2021,legit,1,19,29
dexcrow-01c6/deepseek-v4-expt,exp3_legit,legit,2021,on god,0,10,29
dexcrow-01c6/deepseek-v4-expt,exp3_legit,legit,2022,legit,1,19,25
dexcrow-01c6/deepseek-v4-expt,exp3_legit,legit,2022,on god,0,6,25
dexcrow-01c6/deepseek-v4-expt,exp3_legit,legit,2023,legit,1,19,28
dexcrow-01c6/deepseek-v4-expt,exp3_legit,legit,2023,on god,0,9,28
dexcrow-01c6/deepseek-v4-expt,exp3_legit,legit,2024,legit,1,19,29
dexcrow-01c6/deepseek-v4-expt,exp3_legit,legit,2024,on god,0,10,29
dexcrow-01c6/deepseek-v4-expt,exp3_legit,legit,2025,legit,1,19,28
dexcrow-01c6/deepseek-v4-expt,exp3_legit,legit,2025,on god,0,9,28
dexcrow-01c6/deepseek-v4-expt,exp3_lmao,lmao,2013,lmao,1,18,28
dexcrow-01c6/deepseek-v4-expt,exp3_lmao,lmao,2013,lol,0,10,28
dexcrow-01c6/deepseek-v4-expt,exp3_lmao,lmao,2014,lmao,1,18,27
dexcrow-01c6/deepseek-v4-expt,exp3_lmao,lmao,2014,lol,0,9,27
dexcrow-01c6/deepseek-v4-expt,exp3_lmao,lmao,2015,lmao,1,19,29
dexcrow-01c6/deepseek-v4-expt,exp3_lmao,lmao,2015,lol,0,10,29
dexcrow-01c6/deepseek-v4-expt,exp3_lmao,lmao,2016,lmao,1,19,28
dexcrow-01c6/deepseek-v4-expt,exp3_lmao,lmao,2016,lol,0,9,28
dexcrow-01c6/deepseek-v4-expt,exp3_lmao,lmao,2017,lmao,1,20,30
dexcrow-01c6/deepseek-v4-expt,exp3_lmao,lmao,2017,lol,0,10,30
dexcrow-01c6/deepseek-v4-expt,exp3_lmao,lmao,2018,lmao,1,20,29
dexcrow-01c6/deepseek-v4-expt,exp3_lmao,lmao,2018,lol,0,9,29
dexcrow-01c6/deepseek-v4-expt,exp3_lmao,lmao,2019,lmao,1,20,30
dexcrow-01c6/deepseek-v4-expt,exp3_lmao,lmao,2019,lol,0,10,30
dexcrow-01c6/deepseek-v4-expt,exp3_lmao,lmao,2020,lmao,1,18,28
dexcrow-01c6/deepseek-v4-expt,exp3_lmao,lmao,2020,lol,0,10,28
dexcrow-01c6/deepseek-v4-expt,exp3_lmao,lmao,2021,lmao,1,20,28
dexcrow-01c6/deepseek-v4-expt,exp3_lmao,lmao,2021,lol,0,8,28
dexcrow-01c6/deepseek-v4-expt,exp3_lmao,lmao,2022,lmao,1,20,30
dexcrow-01c6/deepseek-v4-expt,exp3_lmao,lmao,2022,lol,0,10,30
dexcrow-01c6/deepseek-v4-expt,exp3_lmao,lmao,2023,lmao,1,19,28
dexcrow-01c6/deepseek-v4-expt,exp3_lmao,lmao,2023,lol,0,9,28
dexcrow-01c6/deepseek-v4-expt,exp3_lmao,lmao,2024,lmao,1,20,30
dexcrow-01c6/deepseek-v4-expt,exp3_lmao,lmao,2024,lol,0,10,30
dexcrow-01c6/deepseek-v4-expt,exp3_lmao,lmao,2025,lmao,1,19,28
dexcrow-01c6/deepseek-v4-expt,exp3_lmao,lmao,2025,lol,0,9,28
dexcrow-01c6/deepseek-v4-expt,exp3_lol,lol,2013,lol,1,30,30
dexcrow-01c6/deepseek-v4-expt,exp3_lol,lol,2014,lol,1,30,30
dexcrow-01c6/deepseek-v4-expt,exp3_lol,lol,2015,haha,0,2,30
dexcrow-01c6/deepseek-v4-expt,exp3_lol,lol,2015,lol,1,28,30
dexcrow-01c6/deepseek-v4-expt,exp3_lol,lol,2016,lol,1,30,30
dexcrow-01c6/deepseek-v4-expt,exp3_lol,lol,2017,haha,0,1,30
dexcrow-01c6/deepseek-v4-expt,exp3_lol,lol,2017,lmao,0,1,30
dexcrow-01c6/deepseek-v4-expt,exp3_lol,lol,2017,lol,1,28,30
dexcrow-01c6/deepseek-v4-expt,exp3_lol,lol,2018,haha,0,3,28
dexcrow-01c6/deepseek-v4-expt,exp3_lol,lol,2018,lol,1,25,28
dexcrow-01c6/deepseek-v4-expt,exp3_lol,lol,2019,haha,0,6,29
dexcrow-01c6/deepseek-v4-expt,exp3_lol,lol,2019,lmao,0,1,29
dexcrow-01c6/deepseek-v4-expt,exp3_lol,lol,2019,lol,1,22,29
dexcrow-01c6/deepseek-v4-expt,exp3_lol,lol,2020,haha,0,2,29
dexcrow-01c6/deepseek-v4-expt,exp3_lol,lol,2020,lmao,0,1,29
dexcrow-01c6/deepseek-v4-expt,exp3_lol,lol,2020,lol,1,26,29
dexcrow-01c6/deepseek-v4-expt,exp3_lol,lol,2021,haha,0,5,29
dexcrow-01c6/deepseek-v4-expt,exp3_lol,lol,2021,lmao,0,1,29
dexcrow-01c6/deepseek-v4-expt,exp3_lol,lol,2021,lol,1,23,29
dexcrow-01c6/deepseek-v4-expt,exp3_lol,lol,2022,haha,0,4,30
dexcrow-01c6/deepseek-v4-expt,exp3_lol,lol,2022,lol,1,26,30
dexcrow-01c6/deepseek-v4-expt,exp3_lol,lol,2023,haha,0,4,30
dexcrow-01c6/deepseek-v4-expt,exp3_lol,lol,2023,lmao,0,1,30
dexcrow-01c6/deepseek-v4-expt,exp3_lol,lol,2023,lol,1,25,30
dexcrow-01c6/deepseek-v4-expt,exp3_lol,lol,2024,haha,0,2,30
dexcrow-01c6/deepseek-v4-expt,exp3_lol,lol,2024,lmao,0,5,30
dexcrow-01c6/deepseek-v4-expt,exp3_lol,lol,2024,lol,1,23,30
dexcrow-01c6/deepseek-v4-expt,exp3_lol,lol,2025,haha,0,2,30
dexcrow-01c6/deepseek-v4-expt,exp3_lol,lol,2025,lmao,0,11,30
dexcrow-01c6/deepseek-v4-expt,exp3_lol,lol,2025,lol,1,17,30
dexcrow-01c6/deepseek-v4-expt,exp3_lowkey,lowkey,2013,lowkey,1,27,27
dexcrow-01c6/deepseek-v4-expt,exp3_lowkey,lowkey,2014,lowkey,1,27,27
dexcrow-01c6/deepseek-v4-expt,exp3_lowkey,lowkey,2015,lowkey,1,30,30
dexcrow-01c6/deepseek-v4-expt,exp3_lowkey,lowkey,2016,lowkey,1,29,29
dexcrow-01c6/deepseek-v4-expt,exp3_lowkey,lowkey,2017,lowkey,1,29,29
dexcrow-01c6/deepseek-v4-expt,exp3_lowkey,lowkey,2018,lowkey,1,30,30
dexcrow-01c6/deepseek-v4-expt,exp3_lowkey,lowkey,2019,lowkey,1,29,29
dexcrow-01c6/deepseek-v4-expt,exp3_lowkey,lowkey,2020,lowkey,1,28,28
dexcrow-01c6/deepseek-v4-expt,exp3_lowkey,lowkey,2021,lowkey,1,30,30
dexcrow-01c6/deepseek-v4-expt,exp3_lowkey,lowkey,2022,lowkey,1,29,29
dexcrow-01c6/deepseek-v4-expt,exp3_lowkey,lowkey,2023,lowkey,1,28,28
dexcrow-01c6/deepseek-v4-expt,exp3_lowkey,lowkey,2024,lowkey,1,29,29
dexcrow-01c6/deepseek-v4-expt,exp3_lowkey,lowkey,2025,lowkey,1,29,29
dexcrow-01c6/deepseek-v4-expt,exp3_meh,meh,2024,meh,1,8,18
dexcrow-01c6/deepseek-v4-expt,exp3_meh,meh,2024,mid,0,10,18
dexcrow-01c6/deepseek-v4-expt,exp3_meh,meh,2025,meh,1,20,30
dexcrow-01c6/deepseek-v4-expt,exp3_meh,meh,2025,mid,0,10,30
dexcrow-01c6/deepseek-v4-expt,exp3_red_pill,red pill,2013,red pill,1,30,30
dexcrow-01c6/deepseek-v4-expt,exp3_red_pill,red pill,2014,red pill,1,29,29
dexcrow-01c6/deepseek-v4-expt,exp3_red_pill,red pill,2015,red pill,1,28,28
dexcrow-01c6/deepseek-v4-expt,exp3_red_pill,red pill,2016,red pill,1,27,27
dexcrow-01c6/deepseek-v4-expt,exp3_red_pill,red pill,2017,red pill,1,29,29
dexcrow-01c6/deepseek-v4-expt,exp3_red_pill,red pill,2018,red pill,1,29,29
dexcrow-01c6/deepseek-v4-expt,exp3_red_pill,red pill,2019,red pill,1,28,28
dexcrow-01c6/deepseek-v4-expt,exp3_red_pill,red pill,2020,red pill,1,29,29
dexcrow-01c6/deepseek-v4-expt,exp3_red_pill,red pill,2021,red pill,1,30,30
dexcrow-01c6/deepseek-v4-expt,exp3_red_pill,red pill,2022,red pill,1,26,26
dexcrow-01c6/deepseek-v4-expt,exp3_red_pill,red pill,2023,red pill,1,29,29
dexcrow-01c6/deepseek-v4-expt,exp3_red_pill,red pill,2024,red pill,1,28,28
dexcrow-01c6/deepseek-v4-expt,exp3_red_pill,red pill,2025,red pill,1,29,29
dexcrow-01c6/deepseek-v4-expt,exp3_sick,sick,2013,dank,0,9,26
dexcrow-01c6/deepseek-v4-expt,exp3_sick,sick,2013,sick,1,17,26
dexcrow-01c6/deepseek-v4-expt,exp3_sick,sick,2014,dank,0,23,26
dexcrow-01c6/deepseek-v4-expt,exp3_sick,sick,2014,fire,0,2,26
dexcrow-01c6/deepseek-v4-expt,exp3_sick,sick,2014,sick,1,1,26
dexcrow-01c6/deepseek-v4-expt,exp3_sick,sick,2015,dank,0,12,23
dexcrow-01c6/deepseek-v4-expt,exp3_sick,sick,2015,fire,0,11,23
dexcrow-01c6/deepseek-v4-expt,exp3_sick,sick,2016,dank,0,8,26
dexcrow-01c6/deepseek-v4-expt,exp3_sick,sick,2016,fire,0,18,26
dexcrow-01c6/deepseek-v4-expt,exp3_sick,sick,2017,dank,0,4,30
dexcrow-01c6/deepseek-v4-expt,exp3_sick,sick,2017,fire,0,26,30
dexcrow-01c6/deepseek-v4-expt,exp3_sick,sick,2018,fire,0,30,30
dexcrow-01c6/deepseek-v4-expt,exp3_sick,sick,2019,fire,0,30,30
dexcrow-01c6/deepseek-v4-expt,exp3_sick,sick,2020,fire,0,30,30
dexcrow-01c6/deepseek-v4-expt,exp3_sick,sick,2021,fire,0,30,30
dexcrow-01c6/deepseek-v4-expt,exp3_sick,sick,2022,fire,0,29,29
dexcrow-01c6/deepseek-v4-expt,exp3_sick,sick,2023,fire,0,30,30
dexcrow-01c6/deepseek-v4-expt,exp3_sick,sick,2024,fire,0,30,30
dexcrow-01c6/deepseek-v4-expt,exp3_sick,sick,2025,fire,0,30,30
dexcrow-01c6/deepseek-v4-expt,exp3_situationship,situationship,2013,friends with benefits,0,3,24
dexcrow-01c6/deepseek-v4-expt,exp3_situationship,situationship,2013,situationship,1,21,24
dexcrow-01c6/deepseek-v4-expt,exp3_situationship,situationship,2014,friends with benefits,0,1,27
dexcrow-01c6/deepseek-v4-expt,exp3_situationship,situationship,2014,situationship,1,26,27
dexcrow-01c6/deepseek-v4-expt,exp3_situationship,situationship,2015,situationship,1,30,30
dexcrow-01c6/deepseek-v4-expt,exp3_situationship,situationship,2016,situationship,1,30,30
dexcrow-01c6/deepseek-v4-expt,exp3_situationship,situationship,2017,situationship,1,30,30
dexcrow-01c6/deepseek-v4-expt,exp3_situationship,situationship,2018,situationship,1,30,30
dexcrow-01c6/deepseek-v4-expt,exp3_situationship,situationship,2019,situationship,1,28,29
dexcrow-01c6/deepseek-v4-expt,exp3_situationship,situationship,2019,twinning,0,1,29
dexcrow-01c6/deepseek-v4-expt,exp3_situationship,situationship,2020,situationship,1,30,30
dexcrow-01c6/deepseek-v4-expt,exp3_situationship,situationship,2021,situationship,1,29,29
dexcrow-01c6/deepseek-v4-expt,exp3_situationship,situationship,2022,situationship,1,29,29
dexcrow-01c6/deepseek-v4-expt,exp3_situationship,situationship,2023,situationship,1,29,29
dexcrow-01c6/deepseek-v4-expt,exp3_situationship,situationship,2024,situationship,1,29,29
dexcrow-01c6/deepseek-v4-expt,exp3_situationship,situationship,2025,situationship,1,30,30
dexcrow-01c6/deepseek-v4-expt,exp3_slay,slay,2013,slay,1,25,25
dexcrow-01c6/deepseek-v4-expt,exp3_slay,slay,2014,slay,1,27,27
dexcrow-01c6/deepseek-v4-expt,exp3_slay,slay,2015,ate,0,1,26
dexcrow-01c6/deepseek-v4-expt,exp3_slay,slay,2015,slay,1,25,26
dexcrow-01c6/deepseek-v4-expt,exp3_slay,slay,2016,ate,0,1,23
dexcrow-01c6/deepseek-v4-expt,exp3_slay,slay,2016,slay,1,21,23
dexcrow-01c6/deepseek-v4-expt,exp3_slay,slay,2016,snatched,0,1,23
dexcrow-01c6/deepseek-v4-expt,exp3_slay,slay,2017,slay,1,17,22
dexcrow-01c6/deepseek-v4-expt,exp3_slay,slay,2017,snatched,0,5,22
dexcrow-01c6/deepseek-v4-expt,exp3_slay,slay,2018,ate,0,5,23
dexcrow-01c6/deepseek-v4-expt,exp3_slay,slay,2018,slay,1,14,23
dexcrow-01c6/deepseek-v4-expt,exp3_slay,slay,2018,snatched,0,4,23
dexcrow-01c6/deepseek-v4-expt,exp3_slay,slay,2019,ate,0,3,25
dexcrow-01c6/deepseek-v4-expt,exp3_slay,slay,2019,slay,1,18,25
dexcrow-01c6/deepseek-v4-expt,exp3_slay,slay,2019,snatched,0,4,25
dexcrow-01c6/deepseek-v4-expt,exp3_slay,slay,2020,ate,0,13,22
dexcrow-01c6/deepseek-v4-expt,exp3_slay,slay,2020,slay,1,7,22
dexcrow-01c6/deepseek-v4-expt,exp3_slay,slay,2020,snatched,0,2,22
dexcrow-01c6/deepseek-v4-expt,exp3_slay,slay,2021,ate,0,22,29
dexcrow-01c6/deepseek-v4-expt,exp3_slay,slay,2021,slay,1,7,29
dexcrow-01c6/deepseek-v4-expt,exp3_slay,slay,2022,ate,0,20,27
dexcrow-01c6/deepseek-v4-expt,exp3_slay,slay,2022,slay,1,7,27
dexcrow-01c6/deepseek-v4-expt,exp3_slay,slay,2023,ate,0,23,27
dexcrow-01c6/deepseek-v4-expt,exp3_slay,slay,2023,slay,1,4,27
dexcrow-01c6/deepseek-v4-expt,exp3_slay,slay,2024,ate,0,22,25
dexcrow-01c6/deepseek-v4-expt,exp3_slay,slay,2024,slay,1,3,25
dexcrow-01c6/deepseek-v4-expt,exp3_slay,slay,2025,ate,0,22,28
dexcrow-01c6/deepseek-v4-expt,exp3_slay,slay,2025,slay,1,6,28
dexcrow-01c6/deepseek-v4-expt,exp3_swag,swag,2013,swag,1,30,30
dexcrow-01c6/deepseek-v4-expt,exp3_swag,swag,2014,swag,1,30,30
dexcrow-01c6/deepseek-v4-expt,exp3_swag,swag,2015,swag,1,30,30
dexcrow-01c6/deepseek-v4-expt,exp3_swag,swag,2016,swag,1,30,30
dexcrow-01c6/deepseek-v4-expt,exp3_swag,swag,2017,swag,1,30,30
dexcrow-01c6/deepseek-v4-expt,exp3_swag,swag,2018,swag,1,30,30
dexcrow-01c6/deepseek-v4-expt,exp3_swag,swag,2019,swag,1,30,30
dexcrow-01c6/deepseek-v4-expt,exp3_swag,swag,2020,aura,0,3,30
dexcrow-01c6/deepseek-v4-expt,exp3_swag,swag,2020,swag,1,27,30
dexcrow-01c6/deepseek-v4-expt,exp3_swag,swag,2021,swag,1,30,30
dexcrow-01c6/deepseek-v4-expt,exp3_swag,swag,2022,aura,0,1,30
dexcrow-01c6/deepseek-v4-expt,exp3_swag,swag,2022,swag,1,29,30
dexcrow-01c6/deepseek-v4-expt,exp3_swag,swag,2023,aura,0,7,30
dexcrow-01c6/deepseek-v4-expt,exp3_swag,swag,2023,swag,1,23,30
dexcrow-01c6/deepseek-v4-expt,exp3_swag,swag,2024,aura,0,12,30
dexcrow-01c6/deepseek-v4-expt,exp3_swag,swag,2024,swag,1,18,30
dexcrow-01c6/deepseek-v4-expt,exp3_swag,swag,2025,aura,0,13,29
dexcrow-01c6/deepseek-v4-expt,exp3_swag,swag,2025,swag,1,16,29
dexcrow-01c6/deepseek-v4-expt,exp3_troll,troll,2013,troll,1,30,30
dexcrow-01c6/deepseek-v4-expt,exp3_troll,troll,2014,troll,1,30,30
dexcrow-01c6/deepseek-v4-expt,exp3_troll,troll,2015,troll,1,30,30
dexcrow-01c6/deepseek-v4-expt,exp3_troll,troll,2016,troll,1,30,30
dexcrow-01c6/deepseek-v4-expt,exp3_troll,troll,2017,troll,1,29,29
dexcrow-01c6/deepseek-v4-expt,exp3_troll,troll,2018,troll,1,30,30
dexcrow-01c6/deepseek-v4-expt,exp3_troll,troll,2019,troll,1,30,30
dexcrow-01c6/deepseek-v4-expt,exp3_troll,troll,2020,troll,1,30,30
dexcrow-01c6/deepseek-v4-expt,exp3_troll,troll,2021,troll,1,30,30
dexcrow-01c6/deepseek-v4-expt,exp3_troll,troll,2022,troll,1,30,30
dexcrow-01c6/deepseek-v4-expt,exp3_troll,troll,2023,troll,1,30,30
dexcrow-01c6/deepseek-v4-expt,exp3_troll,troll,2024,troll,1,30,30
dexcrow-01c6/deepseek-v4-expt,exp3_troll,troll,2025,troll,1,30,30
dexcrow-01c6/deepseek-v4-expt,exp3_vibe,vibe,2013,vibe,1,30,30
dexcrow-01c6/deepseek-v4-expt,exp3_vibe,vibe,2014,vibe,1,29,29
dexcrow-01c6/deepseek-v4-expt,exp3_vibe,vibe,2015,vibe,1,29,29
dexcrow-01c6/deepseek-v4-expt,exp3_vibe,vibe,2016,vibe,1,27,27
dexcrow-01c6/deepseek-v4-expt,exp3_vibe,vibe,2017,vibe,1,30,30
dexcrow-01c6/deepseek-v4-expt,exp3_vibe,vibe,2018,vibe,1,26,26
dexcrow-01c6/deepseek-v4-expt,exp3_vibe,vibe,2019,vibe,1,27,27
dexcrow-01c6/deepseek-v4-expt,exp3_vibe,vibe,2020,vibe,1,26,26
dexcrow-01c6/deepseek-v4-expt,exp3_vibe,vibe,2021,vibe,1,28,28
dexcrow-01c6/deepseek-v4-expt,exp3_vibe,vibe,2022,vibe,1,27,27
dexcrow-01c6/deepseek-v4-expt,exp3_vibe,vibe,2023,vibe,1,28,28
dexcrow-01c6/deepseek-v4-expt,exp3_vibe,vibe,2024,vibe,1,28,28
dexcrow-01c6/deepseek-v4-expt,exp3_vibe,vibe,2025,vibe,1,29,29
dexcrow-01c6/deepseek-v4-expt,exp3_vibes,vibes,2013,vibes,1,28,28
dexcrow-01c6/deepseek-v4-expt,exp3_vibes,vibes,2014,vibes,1,27,27
dexcrow-01c6/deepseek-v4-expt,exp3_vibes,vibes,2015,vibes,1,29,29
dexcrow-01c6/deepseek-v4-expt,exp3_vibes,vibes,2016,vibes,1,29,29
dexcrow-01c6/deepseek-v4-expt,exp3_vibes,vibes,2017,vibes,1,29,29
dexcrow-01c6/deepseek-v4-expt,exp3_vibes,vibes,2018,vibes,1,29,29
dexcrow-01c6/deepseek-v4-expt,exp3_vibes,vibes,2019,vibes,1,30,30
dexcrow-01c6/deepseek-v4-expt,exp3_vibes,vibes,2020,vibes,1,29,29
dexcrow-01c6/deepseek-v4-expt,exp3_vibes,vibes,2021,vibes,1,29,29
dexcrow-01c6/deepseek-v4-expt,exp3_vibes,vibes,2022,vibes,1,29,29
dexcrow-01c6/deepseek-v4-expt,exp3_vibes,vibes,2023,vibes,1,29,29
dexcrow-01c6/deepseek-v4-expt,exp3_vibes,vibes,2024,vibes,1,28,28
dexcrow-01c6/deepseek-v4-expt,exp3_vibes,vibes,2025,vibes,1,29,29
gpt-4o,exp3_alpha,alpha,2013,alpha,1,30,30
gpt-4o,exp3_alpha,alpha,2014,alpha,1,30,30
gpt-4o,exp3_alpha,alpha,2015,alpha,1,30,30
gpt-4o,exp3_alpha,alpha,2016,alpha,1,30,30
gpt-4o,exp3_alpha,alpha,2017,alpha,1,30,30
gpt-4o,exp3_alpha,alpha,2018,alpha,1,30,30
gpt-4o,exp3_alpha,alpha,2019,alpha,1,30,30
gpt-4o,exp3_alpha,alpha,2020,alpha,1,30,30
gpt-4o,exp3_alpha,alpha,2021,alpha,1,30,30
gpt-4o,exp3_alpha,alpha,2022,alpha,1,30,30
gpt-4o,exp3_alpha,alpha,2023,alpha,1,30,30
gpt-4o,exp3_alpha,alpha,2024,alpha,1,30,30
gpt-4o,exp3_alpha,alpha,2025,alpha,1,30,30
gpt-4o,exp3_aura,aura,2013,aura,1,6,30
gpt-4o,exp3_aura,aura,2013,rizz,0,16,30
gpt-4o,exp3_aura,aura,2013,vibe,0,8,30
gpt-4o,exp3_aura,aura,2014,aura,1,5,30
gpt-4o,exp3_aura,aura,2014,rizz,0,10,30
gpt-4o,exp3_aura,aura,2014,vibe,0,15,30
gpt-4o,exp3_aura,aura,2015,aura,1,5,30
gpt-4o,exp3_aura,aura,2015,rizz,0,11,30
gpt-4o,exp3_aura,aura,2015,vibe,0,14,30
gpt-4o,exp3_aura,aura,2016,aura,1,2,30
gpt-4o,exp3_aura,aura,2016,rizz,0,12,30
gpt-4o,exp3_aura,aura,2016,vibe,0,16,30
gpt-4o,exp3_aura,aura,2017,aura,1,3,30
gpt-4o,exp3_aura,aura,2017,rizz,0,11,30
gpt-4o,exp3_aura,aura,2017,vibe,0,16,30
gpt-4o,exp3_aura,aura,2018,aura,1,1,30
gpt-4o,exp3_aura,aura,2018,rizz,0,13,30
gpt-4o,exp3_aura,aura,2018,vibe,0,16,30
gpt-4o,exp3_aura,aura,2019,aura,1,1,30
gpt-4o,exp3_aura,aura,2019,mog,0,1,30
gpt-4o,exp3_aura,aura,2019,rizz,0,13,30
gpt-4o,exp3_aura,aura,2019,vibe,0,15,30
gpt-4o,exp3_aura,aura,2020,aura,1,2,30
gpt-4o,exp3_aura,aura,2020,mog,0,1,30
gpt-4o,exp3_aura,aura,2020,rizz,0,16,30
gpt-4o,exp3_aura,aura,2020,vibe,0,11,30
gpt-4o,exp3_aura,aura,2021,rizz,0,21,30
gpt-4o,exp3_aura,aura,2021,vibe,0,9,30
gpt-4o,exp3_aura,aura,2022,rizz,0,29,30
gpt-4o,exp3_aura,aura,2022,vibe,0,1,30
gpt-4o,exp3_aura,aura,2023,rizz,0,29,30
gpt-4o,exp3_aura,aura,2023,vibe,0,1,30
gpt-4o,exp3_aura,aura,2024,rizz,0,30,30
gpt-4o,exp3_aura,aura,2025,rizz,0,28,30
