target,uri,target_context,roberta_score
fire,https://www.ushmm.org/wlc/en/media_oi.php?ModuleId=10006774&MediaId=4573,"government enacted a law that limited the number of Jews who could be employed in Hungarian businesses, forcing Miksa to fire some of his Jewish employees.
1940-44: In 1940 Miksa was conscripted into the Hungarian army's labor service. Two years later,",-0.9999
basic,http://madstyle1972.com/,"Ever wondered how air suspension will affect your performance on the street and track? This video touches base on the basic performance affects of air suspension. Check out this vid from SSR Performance.
We know that warming up a fuel-injected engine",-0.9999
sick,http://chroniccurve.blogspot.com/2011/07/weekly-link-roundup-07212011.html,"a local support group— or aid you in starting a WSA group in your community.
- But You Don’t Look Sick Caregiver Support Forum: a great forum for caregivers to seek support, connect with others, and discuss resources.
Blog of the",-0.9999
aura,http://www.d20pfsrd.com/classes/core-classes/paladin/archetypes/paizo-paladin-archetypes/divine-guardian-paladin-archetype/,"the target of her divine troth as if she had the Bodyguard and In Harm’s Way feats. The divine guardian’s aura of courage does not grant a bonus to allies within 10 feet, but still grants her immunity to fear effects.",-0.9999
aura,http://www.d20pfsrd.com/classes/core-classes/paladin/archetypes/paizo-paladin-archetypes/divine-guardian-paladin-archetype/,"not grant a bonus to allies within 10 feet, but still grants her immunity to fear effects.
This ability modifies aura of courage.
Bonus Feat: A divine guardian gains a bonus feat at 7th level, and additional bonus feats at 10th",-0.9999
fam,http://jewels-whatevah.blogspot.com/2006/10/,camera crew from E! is being charged for trespassing on Brad Pitt's California property. He's currently in India with his fam shooting a film. His publicist confirmed the rumors that there was trespassing and the fact that his camp will be,-0.9999
basic,http://coloringbookaddict.com/coloring-books-for-seniors/,"of women “of a certain age,” indeed we are fans of celebrating women of all ages. The paper is your basic Createspace quality and it contains only 30 illustrations, a bit thin for the price but it is still a great",-0.9999
karen,http://www.ocregister.com/2011/02/04/american-idol-la-provides-the-crazy/,"were so excited to hear anyone who could sing at all.
Probably the best singer we hear Thursday was 21-year-old Karen Rodriguez, a winner in the MySpace-sponsored online auditions. Karen had a terrific voice, but her 1990s style probably will prove",-0.9999
karen,http://www.ocregister.com/2011/02/04/american-idol-la-provides-the-crazy/,"at all.
Probably the best singer we hear Thursday was 21-year-old Karen Rodriguez, a winner in the MySpace-sponsored online auditions. Karen had a terrific voice, but her 1990s style probably will prove her undoing. Despite strong support from Simon Cowell over",-0.9999
bro,http://www.saintsrevolution.com/forum/index.php?showtopic=26944&pid=304615&st=0,"Plaxico B,Lance Moore
Jimmy Graham ( had gronk as well cuz i drafted both and traded him to my lil bro to help him out)
In three deals, I've turned Shonne Green, Frank Gore, Ochocinco, Mike Williams, Brandon Marshall, and Jared",-0.9999
lit,https://happilylostwithcece.wordpress.com/tag/peace-corps-year-2/,"to cook Alex some rice. “Sim sim,Somos iguais” -Yes, yes we are equals- she said and immediately got up and lit a wood fire to cook him rice. I sat in her yard chatting with her and her children and a",-0.9999
fire,https://happilylostwithcece.wordpress.com/tag/peace-corps-year-2/,"some rice. “Sim sim,Somos iguais” -Yes, yes we are equals- she said and immediately got up and lit a wood fire to cook him rice. I sat in her yard chatting with her and her children and a neighbor until the",-0.9999
fire,http://streamsinthenegev.com/category/school-of-fish/eschatology/,"that the trial of your faith (being much more precious than that of gold that perishes, but being proven through fire) might be found to praise and honor and glory at the revelation of Jesus Christ, (8) whom having not seen,",-0.9999
fire,https://socialworksocialwork.com/2014/10/24/the-lost-vision-of-gough-whitlam-and-second-rate-copies/,"non-punitive divorce, and addressed stigma, discrimination and outdated stereotypes. Whitlam was intent on leaving the 1950s. Abbott is constantly under fire for sexism and stereotypical notions of women and the conscious stigmatisation of people in lower socioeconomic circumstances as non-tax payers,",-0.9999
sick,http://dezdarlyn.blogspot.com/2006/01/walk-humbly-act-justly-show-love-and_09.html,"and wonder why life seems so empty. There's never enough time. Depression sets in. We are burned out. We get sick. Type ""A"" behavior to the extreme that I take it never works--it sets up a vicious cycle.
If I walk",-0.9999
alpha,http://allwrestling.com/news/110020/kdw-monster-brawl-news-10/,"in advance, $15 at the door, and $10 for kids 10 and under.
KDW Heavyweight Championship
Eric Rosecroft vs. ""The Alpha & The Omega"" Jason Savior (c)
585 Live Championship
Icon Ace (c) vs. A member of the Faculty
""The Young",-0.9999
basic,http://essaydocs.org/penguin-books-hamish-hamilton.html?page=11,"process, the Bush administration decided to ship them to Bagram, in Afghanistan, treating “the Boumediene ruling, grounded in our most basic constitutional guarantees, as though it was some sort of a silly game—fly your abducted prisoners to Guantánamo and they have",-0.9999
tea,https://www.thrillophilia.com/states/sikkim/tours,"Mountain biking vacation is what you need. Some of the sought after mountain biking tours in Sikkim are:
· Temi Tea Garden - Ravangla (28 Kilometres
· Martam - Temi Tea Garden (34 Kilometres
· Ravangla - Tashiding (40 Kilometre
If",-0.9999
tea,https://www.thrillophilia.com/states/sikkim/tours,"sought after mountain biking tours in Sikkim are:
· Temi Tea Garden - Ravangla (28 Kilometres
· Martam - Temi Tea Garden (34 Kilometres
· Ravangla - Tashiding (40 Kilometre
If you live in campsites in Sikkim and enjoy this experience",-0.9999
67,http://www.intervoiceonline.org/4510/news/rethink-schizophrenia-letter.html,"so together we can identify constructive and creative ways to move forward.
We look forward to your reply.
Supported by 67 people
Tazma Ahmed-Datta, Portland, Oregon, USA
Valentina Alexa, Psychologist, Romania
Alan Baker, Three Treasures School of Taijiquan, Oxfordshire, England, UK",-0.9999
6-7,https://www.jabong.com/Biba-Orange-Suit-Sets-2738557.html,"Items)
Cart Subtotal: Rs.
- SizeBrand SizeGarment Round Chest (In)Garment Round Waist (In)
- 2-3 Y32316
- 4-5 Y524.517.5
- 6-7 Y72619
- 8-9 Y927.520.5
- 10-11 Y113122
- 12-13 Y123223
BibaOrange Suit Sets
Rs 1499900(-40%)(Additional GST, if applicable, will be",-0.9999
tea,http://www.bcdemocrat.com/2017/11/30/sports_briefs-50/,"at 9 a.m. Saturday, Jan. 13 at Simply Fitness, 59 E. Main St. The yoga session will be followed by tea sampling in the studio with Laura Boyer of Sweetea’s.
The cost is $10. For more information or reservations, visit squareup.com/store/simply-fitness",-0.9999
stan,http://www.bcdemocrat.com/2017/11/30/sports_briefs-50/,"all skill levels are welcome, including those who have never played before. Loaner discs are available.
For more information, contact Stan Golis at email@example.com.
Open gym times offered at YMCA
The Brown County YMCA offers open gym for basketball, volleyball and",-0.9999
basic,http://hotel.webdesignau.life/page/15344/,"excessive time reading they are prone to desert as well as search somewhere else. Forget complicated navigating structures, maintain it basic.
A study carried out by GuestCentric over 300 hotel internet sites worldwide shows that three web pages are important for",-0.9999
troll,http://www.curtainup.com/byrdsboy.html,"Some of us read the newspaper to find out what's going on in the world. Others, like Bruce J. Robinson, troll it for inspiration. In 1988, an article appeared in the New York Times noting that the son of polar explorer",-0.9999
67,http://cosa-ipos-2012.p.asnevents.com.au/days/2012-11-13/abstract/403,"to complete=81%; useful for myself=79%; pleasant=76%; difficult to encircle a number on the DT=66%; burdensome=31%; difficult=30%; time-consuming=29%. Of the respondents, 67% (totally) agreed that DT/PL completion gave them insight into problems they experienced and 56% into severity of these problems; 59%",-0.9999
sick,http://www.tomrkt.com/checkout-blog/happy-new-year,"yesterday morning at 6am. Shortly after the clock struck midnight and 2014 began, my husband got ill and has been sick since. Today I'm trying to help them however I can while my older daughter and I are crossing our fingers",-0.9999
sick,http://www.tomrkt.com/checkout-blog/happy-new-year,"help them however I can while my older daughter and I are crossing our fingers that we do not get sick, too.
Needless to say, not what we were hoping to be doing today. Even though 2014 is off to an",-0.9999
thirsty,https://debrapedrow.com/2015/04/23/final-chapter-in-the-story/,"The Spirit and the bride say, “Come!” And let the one who hears say, “Come!” Let the one who is thirsty come; and let the one who wishes take the free gift of the water of life. Revelation 22:17",-0.9999
fire,http://www.technoblink.com/gadgets/laptop/macbook-pro-is-getting-a-makeover/,"analyst at ITIC.
“Media playback controls when iTunes is open… editing commands during word processing… I can see kids catching fire with this,” she told TechNewsWorld.
However, “there’s still that not-so-silent contingent of traditionalists out there who want to remain with",-0.9999
basic,http://bjdcollectasy.com/2014/07/20/soul-doll-event/,"dolls may be ordered in normal or white skin resin. The eyes shown in the photos are included with a basic doll. None of the dolls are limited editions.
Soul Zenith Lenore comes with a choice of general, double jointed or",-0.9999
salty,https://www.inkitt.com/stories/horror/17618,"by the gash in the shark's belly. He could taste the blood in his mouth as it mingled with the salty water. He pulled his face up, coughed and spit.
Something was different. He could feel the ocean spray on his",-0.9999
67,http://whc.unesco.org/pg_friendly_print.cfm?id=926&cid=326,"obtain a bigger number of slaves. The Fortress of Kambambe was classified as National Monument by the Provincial Decret n. 67, 30 of May of 1925. Actually, it fell into ruins and constitute a state property. The responsibility for its maintenance",-0.9999
tea,https://raffineblog.wordpress.com/tag/benghazi/,"After hours of questions from House Tea Party yokels, President Clinton hasn’t even broken a sweat.
Ms Clinton’s political presence towers over the Republican pipsqueaks.
Ms Clinton",-0.9999
fire,http://www.harrypotterfanfiction.com/viewstory.php?chapterid=395064,"followed her to the dorm.
“The fire,” she said, opening the door with her spare hand. “Dumbledore found some Gubraithian Fire for us, we’ve got an everlasting candle now.” She put the red candle down on the floor by Mary’s wall,",-0.9999
fire,http://www.harrypotterfanfiction.com/viewstory.php?chapterid=395064,"vain to ride a broom, Mary cheering at a Quidditch game, Mary giving me a comforting hug.
“We’re like the fire, aren’t we?” I said suddenly. They all turned quizzical faces to me. “We’re not going to go out,” I said,",-0.9999
sick,http://www.harrypotterfanfiction.com/viewstory.php?chapterid=395064,"turned to look at the Ravenclaw table. “Hopefully, though, Elvira will back off a bit now. I’m getting a bit sick of it. I mean, in comparison with what we should be focusing our attention on, it just seems so trivial.”",-0.9999
67,https://ca.reuters.com/article/businessNews/idCABREA1G0LY20140217,"in the past 12 months.
Before the writedown, Bouygues valued its 29 percent stake at 4.4 billion euros, or about 67 percent of Alstom’s current market capitalization. The writedown brings that to 46 percent.
“It’s still a little rich, but I",-0.9999
cooked,http://mindofthemother.blogspot.com/2012/01/fake-food-flop.html,"they?"" and commenced to shred cheese and spread butter.
I was wrong. They were bad. They smelled horrible as they cooked, not like fresh hot wheatiness, but like mysterious chemicals. They didn't get nice and crispy like normal, just kind of...rubbery",-0.9999
epic,http://www.mic.no/mic.nsf/00a622352d185c97c12576f900421dc9/6ad6724d8d981799c1256efc002b633f?OpenDocument,"not dissimilar to Mark Lanegan's, and sounds particularly fetching on the achingly lovely ballad Majesty, which, along with slow-burn, throbbing epic Belladonna, is the track most likely to smite you dead of joy.""
Q Magazine's Cila Warncke awards the release four",-0.9999
epic,https://madammayo.blogspot.com/2007/12/guest-blogger-david-taylors-top-5-books.html,"Smoke
Denis Johnson had me hooked since Fiskadoro. In his hands, a novel about the CIA in Vietnam gains mystery, epic scale and fully-dimensional characters on both sides.
#2. In Case We’re Separated
In Alice Mattison’s collection of linked short stories,",-0.9999
fire,http://quemas.mamaslatinas.com/parenting/103938/california_teen_gets_arm_stuck,"Now, the teen may face charges of petty theft. ""He was very embarrassed,"" Captain Ernesto Diaz of the National City Fire Department told the Daily News of the teen. ""I assume his parents are going to get the bill.""
Want to",-0.9999
tea,http://firstread.nbcnews.com/_news/2010/06/14/4507871-gop-candidate-declares-war-against-us?lite,Rick Barber -- a Tea Party Republican competing in a congressional run-off down in Alabama -- is airing the first TV ad this reporter can,-0.9999
troll,https://clarity.fm/questions/5245/how-do-i-approach-potential-customers-for-an-interview,"relates to the difficulty of remote communication with multiple actors are discussing on-line: a lot of people, willingly or not, troll other people on line; moreover, very often several sub-threads are formed
and communication is not always easy to manage (e.g.,",-0.9999
fire,https://www.rhyswynne.co.uk/,"Bricks Breaker.
Imagine a cross between Puzzle Bobble and Arkanoid. You control a stream of about 50 balls and you fire up to hit a number of blocks, each with a number on it. The blocks need to be hit by",-0.9999
basic,http://www.pwc.ca/en/node/50,"costs and be tailored to suit individual requirements.
Basic Engine Coverage
- Engine major refurbishment/overhaul
- Hot Section Inspection
- Basic unscheduled engine removals
- Fuel nozzles
- Rental Engine support
- Accessory BUR repairs
- Up front exchange for accessories",-0.9999
fire,http://perpetuallynever.blogspot.com/2013/05/speak-no-evil-7.html,"realm you’d want to have privy to this plan. In short, the Three were engaged presently in fighting fire with fire.
Jordan swallowed nervously, painfully aware once more of how dry his throat was. As little as a day and a",-0.9999
shook,http://perpetuallynever.blogspot.com/2013/05/speak-no-evil-7.html,"a short once over before passing it over to Jordan.
Jordan was unable to stem the way that his hand shook as he read this new missive. But even before he trained his eyes on the small and neat script, he",-0.9999
fire,https://www.allaboutjazz.com/parable-pete-mccann-palmetto-records-review-by-glenn-astarita.php,"composer. “Grimlock” has an Ornette Coleman feel as alto saxophonist and NYC Downtown regular, Peter Epstein lights the house on fire prior to McCann’s blazingly fast, high-octane attack featuring generous doses of distortion. “Grimlock” turns into a dancing beast as the",-0.9999
bop,https://www.allaboutjazz.com/parable-pete-mccann-palmetto-records-review-by-glenn-astarita.php,"show good teamwork manhandling the shifting tempos. Drummer Matt Wilson turns in some crisp brushwork on the hard hitting, modern bop and slightly Ornette Coleman-ish, “Hoedown”. Here, McCann and Epstein handle the fairly complex thematic statements as they once again effortlessly",-0.9999
basic,https://www.rigzone.com/news/oil_gas/a/82315/Drilling_Operations_Concluded_at_North_Dakota_Bakken_Well,"New Well in Equatorial Guinea's Block Z (Sep 25)
- ShaMaran Subsidiary to Contest TAQA Default Notice (Sep 21)
Company: Basic Earth more info
- Basic Earth Notes Second Quarter, Half Year Fiscal 2010 Results (Nov 13)
- Drilling Operations Concluded",-0.9999
basic,https://www.rigzone.com/news/oil_gas/a/82315/Drilling_Operations_Concluded_at_North_Dakota_Bakken_Well,"Block Z (Sep 25)
- ShaMaran Subsidiary to Contest TAQA Default Notice (Sep 21)
Company: Basic Earth more info
- Basic Earth Notes Second Quarter, Half Year Fiscal 2010 Results (Nov 13)
- Drilling Operations Concluded at North Dakota Bakken Well",-0.9999
fire,https://dailyofficeanchorsociety.com/2012/10/27/fire-and-water/,"can keep the commandments, and to act faithfully is a matter of your own choice. He has placed before you fire and water; stretch out your hand for whichever you choose. (Ecclus. 15:15)
It was a special treat to say Morning",-0.9999
epic,https://thetake.com/character/3325/3962/rosie-dunne-fashion,"by Rosie Dunne (Lily Collins) in Love, Rosie.
Based on the best-selling novel Where Rainbows End, get ready for an epic romance in Love, Rosie, a story of falling in love at all the wrong times. Meet Rosie (Lily Collins) and",-0.9999
basic,http://bookwomanjoan.blogspot.com/2012/05/praying-with-grain-by-dr-pablo-martinez.html,with their prayer life not realizing that such a struggle is often a result of their own emotional make-up. Our basic personality type strongly affects both how we pray and what we pray about. Dr. Martinez has written this book because,-0.9999
basic,https://the2bedroomblues.wordpress.com/2011/04/21/the-story-of-the-red-bedrooms/,"I have of course moved several times, leaving a string of red bedrooms in my wake. I kept the same basic scheme for a long time. Sadly, my grad school apartment building management didn’t allow painting. It was a great apartment,",-0.9999
sick,http://jordannieland.com/blog/,"king, as all kingdoms do. This king and his wife the queen are expecting a child, but the queen falls sick as the time nears for the child to be born. The nature of this sickness can be assumed - the",-0.9999
fire,http://jordannieland.com/blog/,"that they may both have feelings for each other. A thought he quickly avoids by going to get some more fire wood. Rapunzel stays by the fire, only to be accosted by Mother Gothel.
Lesson 5: The Enemy Feeds Us Lies",-0.9999
fire,http://jordannieland.com/blog/,"for each other. A thought he quickly avoids by going to get some more fire wood. Rapunzel stays by the fire, only to be accosted by Mother Gothel.
Lesson 5: The Enemy Feeds Us Lies About Other People
Rapunzel refuses to",-0.9999
sus,http://thedatatonic.com/wp-content/pharmacy/abana.html,"unskilled analysis of the general tone supplying the infiltration of the charge, from severe desks, day of a limited capable sus. Strain and fields: some two cases directly i gave this exclu large tape-worm, both with where can i get abana",-0.9999
sus,http://balloonmasterz.com/birthday-parties/services/trade-show-promotion/trade-show-giveaways/dsc_0773/,"nowadays to generic an penile three medicines.
This disease of prices can lead to buy super cialis cheap compounds of sus symptoms, orally for agencies whose spam is already canadian to great uses.
For those smaller appeal cheap short no headache",-0.9999
mid,https://www.britishlistedbuildings.co.uk/101369391-the-farm-oxford,"of England Diocese: Oxford
SP 50 NW 24/732
Late C18. Rubble. 2 storeys, 5 windows, casements, some have been replaced.
Mid C19 timber eaves cornice. Half-hipped red tile roof, 2 brick stacks
with moulded caps.
Listing NGR: SP5410506558
This text is",-0.9999
sick,http://coffeebeansdailies.blogspot.com/2009/08/new-good-new.html,"and I will more than make it up to her!
Because of all this swine flu and my SIL's getting sick and all, my SIL#5 had to cancel her trip to visit her family in Saudi. She is so upset and",-0.9999
mid,https://michelleferguson.wordpress.com/2011/03/,"the demand for railway travel. The Terminal Station welcomed Presidents Woodrow Wilson, Theodore Roosevelt, and Franklin Roosevelt.
After our arrival mid afternoon and checking into our train, we took a tour of the beautiful Ruby Falls. Ruby Falls is America’s highest",-0.9999
fire,http://firstworldwar.westminster.org.uk/?tag=cirencester-agricultural-college,"1917 in the VII Corps frontage:
“The confusion caused by the darkness; the speed with which the German artillery opened fire; the manner in which it concentrated upon the British infantry, almost neglecting the artillery; the intensity of its fire, the",-0.9999
fire,http://metro.co.uk/2014/04/01/the-london-fire-brigade-has-a-dog-called-sherlock-who-helps-investigate-fires-this-is-not-an-april-fool-4685203/,"help them with their investigations.
This is Sherlock. He is a seven-month-old cocker spaniel, his official job title is ‘specialist fire investigation dog’ – which, as dog jobs go, is pretty impressive – and he would definitely not look out of",-0.9999
fire,http://metro.co.uk/2014/04/01/the-london-fire-brigade-has-a-dog-called-sherlock-who-helps-investigate-fires-this-is-not-an-april-fool-4685203/,"can you guess where he was sent earlier today?
Sherlock helped us solve the mystery of what caused a severe fire on Barking Road this morning london-fire.gov.uk/LatestIncident… http://t.co/M5PGOJbthi—
London Fire Brigade (@LondonFire) April 01, 2014
Yes, Sherlock the firefighter dog was",-0.9999
fire,http://metro.co.uk/2014/04/01/the-london-fire-brigade-has-a-dog-called-sherlock-who-helps-investigate-fires-this-is-not-an-april-fool-4685203/,"Sherlock helped us solve the mystery of what caused a severe fire on Barking Road this morning london-fire.gov.uk/LatestIncident… http://t.co/M5PGOJbthi—
London Fire Brigade (@LondonFire) April 01, 2014
Yes, Sherlock the firefighter dog was sent to help investigate an incident on Barking Road.",-0.9999
sick,http://soundbytes.org/forums/reply/4443/,"Reply To: mouse problems
Well, maybe the mouse is sick — just not ready for the grave. If you have found a replacement for the one that you were having",-0.9999
sus,http://www.mobygames.com/game/windows/worldwide-soccer-manager-2005/mobyrank,"la larga la obra de Sports Interactive y Sega se hace bastante fácil de manejar, proporcionando muy buenos ratos a sus usuarios durante un tiempo casi infinito... bueno, realmente, durante un año como mucho, porque a quienes les haya gustado no",-0.9999
basic,http://toolkit.sfbar.org/ipad-apps-for-legal-research/,"you can also sign up without being charged a fee. But if you want to add more than the most basic features, there will be a charge. A quick look at the Fastcase website shows $695 a year for one membership,",-0.9999
cooked,http://chezmaximka.blogspot.com/2012/09/vibrant-figs-and-autumn-feasts.html,"cook for dinner that would not invlove pasta, when I've noticed that Pork leg paupiettes were on offer. I haven't cooked pork for ages, and decided it might do for dinner.
The paupiettes came stuffed with shallot and herbs.
2 pork",-0.9999
tea,https://www.escentual.com/4160-tuesdays/4160tuesday021/,"Top Notes: Grapefruit, Cedrat, Yuzu, peach Aldehyde, Snow
Heart Notes: Cedarwood, Rose, Jasmine, Oak
Base Notes: Opoponax, Oakmoss, Leather, Green Tea Absolute
Shipping Restriction: Only available for UK and European Express delivery services.",-0.9999
karen,http://statuslite.com/domain/davesheatingandairco.info,"Date: 2017-01-08T22:49:14Z Sponsoring Registrar: Wild West Domains, LLC Sponsoring Registrar IANA ID: 440 Domain Status: serverTransferProhibited ID: CR212979598 Registrant Name: Karen Cole Registrant Organization: A + Energy Management Registrant Street: 11403 W. Highlander Road Registrant City: Boise Registrant State/Province: Idaho Registrant",-0.9999
karen,http://statuslite.com/domain/davesheatingandairco.info,US Registrant Phone: +1.2087035371 Registrant Phone Ext: Registrant Fax: +1.2085621845 Registrant Fax Ext: Registrant Email: Admin ID: CR212979600 Admin Name: Karen Cole Admin Organization: A + Energy Management Admin Street: 11403 W. Highlander Road Admin City: Boise Admin State/Province: Idaho Admin,-0.9999
karen,http://statuslite.com/domain/davesheatingandairco.info,US Admin Phone: +1.2087035371 Admin Phone Ext: Admin Fax: +1.2085621845 Admin Fax Ext: Admin Email: Tech ID: CR212979599 Tech Name: Karen Cole Tech Organization: A + Energy Management Tech Street: 11403 W. Highlander Road Tech City: Boise Tech State/Province: Idaho Tech,-0.9999
fire,https://publications.parliament.uk/pa/ld200203/ldhansrd/vo021204/text/21204-08.htm,"complacency. My judgmentI have spent some time at weekends thereand that of others is that, after testing in the recent fire dispute, it has coped well. There has been the capacity to run things from the centre effectively and well.
Time",-0.9999
fire,https://robyngrahamphotography.wordpress.com/2011/11/14/weekend-get-a-way/,"few images of our afternoon under the canopy of fall colors.
We ended our day dining next to the warm fire at Franciscos on the River: http://www.franciscosontheriver.com/. Our nightcap was flour-less chocolate cake with hazelnut gelato. It was exquisite.
Thank you",-0.9999
karen,https://www.fenlandcitizen.co.uk/sport/more-sport/march-ac-runner-patterson-posts-pb-1-6652998,"a variety of races around the country.
Six members of the club took part in the Wymondham 20-mile road race.
Karen Patterson won 1st vet 40 prize and 4th lady overall with a personal best time of 2 hours 24 minutes",-0.9999
basic,http://www.alishaebling.com/literary-love-and-heartbreak/,"buzzing hypnotized state of poor reflexes, the volume of the world’s noise lowered to near zero, other drivers luckily obeying basic traffic laws. Her car was like a tongue gliding down the melty asphalt streets, her feet like twin tongues licking",-0.9999
sick,http://www.alishaebling.com/literary-love-and-heartbreak/,"been thinking of the past. The weeks since I haven’t slept more than three or four hours, swathed in bandages sick and unable to read so have I.
The strangeness and excitement of New York, of reporters and furry smothered hotel",-0.9999
basic,http://opinion.inquirer.net/103901/split-it,"Cimatu, a former chief of staff of the Armed Forces, was appointed DENR Secretary. I don’t think it changes my basic thesis. It just means one secretary has already been appointed, and the split can be made before he settles in,",-0.9999
fire,https://bladeandsoulgold1.wordpress.com/2016/02/,"searching for excellent offers offers transformed minor during the last very few long time. Quite simply, a person should just fire wood about in addition to surf to your advantage offers, ordinarily within places throughout the sth shoreline connected with Dawnlight",-0.9999
tea,https://mybakingadventureweb.wordpress.com/category/baking/,"eggs; purple, pink, white and yellow. I put them into four bowls (colour coordinated obviously!) and covered them with a tea towel to stop everyone eating them (including me!!!). I must admit that I did snaffle a few 😉
Now this",-0.9999
cooked,https://mybakingadventureweb.wordpress.com/category/baking/,"started to go wrong…URGH BAKING STRESS…when I bake cakes I always poke them with a skewer to check if they’re cooked. If it comes out wet it needs a bit longer (you probably already knew that technique, but I decided to",-0.9999
sick,https://www.fanfiction.net/s/7752352/7/The-Twist,"drew closer to the strange girl.
""Oh please, he's done it several times. Don't be delusional. The car stunt, getting sick, nearly dying in that fall. It's only a matter of time before something goes wrong.""
Kyoko shook her head violently,",-0.9999
shook,https://www.fanfiction.net/s/7752352/7/The-Twist,"car stunt, getting sick, nearly dying in that fall. It's only a matter of time before something goes wrong.""
Kyoko shook her head violently, yet was unable to deny the facts. It was true that Ren had been in many a",-0.9999
karen,https://www.cnet.com/news/private-lives-online/,"every article you read. One day, someone could use all that information to piece together a fairly detailed personal profile.
Karen Coyle gives advice on confidentiality.
Privacy experts worry about the future as well as the present.
""It definitely has made",-0.9999
fire,http://www.nybooks.com/articles/2007/11/22/the-green-vs-the-brown-amazon/,"the future of the Amazon, just as they did in the case of the cerrado. One such unforeseen development is fire, which holds the potential to be the undoing of the Amazon, a fact not mentioned by London and Kelly. Humid",-0.9999
fire,http://www.nybooks.com/articles/2007/11/22/the-green-vs-the-brown-amazon/,"international community united against the specter of radical climate change, or a brown Amazon, parched by deforestation and scorched by fire? In my view, the prospects of the green alternative will be determined by the treaty that will succeed Kyoto. At",-0.9999
fire,http://lakesuperiornews.com/News/County-Budget-Info-Sessions,"Budget Public Town Hall Meetings
Mid Trail – Wednesday, Aug 30, 7 pm – Schapp Community Center – Gunflint Trail Fire Hall 1,
West End – Thursday, Aug 31, 7 pm – Birch Grove Gymnasium, 9 Goodneighbor Hill Rd, Tofte
East",-0.9999
basic,https://thispearl.wordpress.com/2015/08/,"baggage. A husband that spent most of our marriage either running away, being away or trying to change my most basic self. Then a relationship in which I was without question emotionally abused on a daily basis. And in three previous",-0.9999
basic,http://kforcounter.blogspot.com/2008/02/uniform-noise.html,"to the movie. i wonder if that has happened to me in the past? i take statements as their most basic interpretation allows; face value. it reminded me of a story i read online, written by a man who had been",-0.9999
fire,http://mrsmaybeseance.blogspot.com/2008/,"an extinct giant raven, for matrons and children and expatriates, for the park, which seemed, with its giant ferns and fire pines, like the last bastion of dinosaurs with maces for tails, no dead leaves among the Cypress, for Tales of",-0.9999
alpha,"http://www.google.com/patents/US7064511?dq=6,332,126","PWM=PWM(z1 only)+Offset, (4)
where the Offset value may be determined by
If (AlphaTerm>BetaTerm) then Offset=AlphaTerm else Offset=Beta Term. (5)
The Alpha Term may be a value computed by taking a fraction of the change in duty cycle that was computed for",-0.9999
alpha,"http://www.google.com/patents/US7064511?dq=6,332,126","one embodiment, options for α are: 1, ½, ¼, ⅛, 1/16, 1/32, 1/64, 1/128, 1/256, and zero for canceling the Alpha Term. In one set of embodiments the value of the Alpha Term ranges from 0h (hexadecimal value) to 255h, that",-0.9999
alpha,"http://www.google.com/patents/US7064511?dq=6,332,126","1/32, 1/64, 1/128, 1/256, and zero for canceling the Alpha Term. In one set of embodiments the value of the Alpha Term ranges from 0h (hexadecimal value) to 255h, that is, if the Alpha Term calculates to a value greater than",-0.9999
alpha,"http://www.google.com/patents/US7064511?dq=6,332,126","set of embodiments the value of the Alpha Term ranges from 0h (hexadecimal value) to 255h, that is, if the Alpha Term calculates to a value greater than 255h it will be limited to 255h.
A value for α may be",-0.9999
basic,http://daisysdillydoings.blogspot.com/2009/11/okay-okay.html,I'm able to make my own .png items to use with the templates ( like the Abby Album and the Basic Grey bracket album ) I still have to use others work but at least I can make up some great,-0.9999
basic,http://shopaholicinalabama.blogspot.com/2010/08/at-blue-barn-day-seven-of-shopaholic.html,"Birthday Giveaway celebration!
Wouldn't it be fun to collect your memories through the year with this cute Lunch Pail from Basic Grey? With this kit, you can create a memory keeper for each month of school because this collection also includes",-0.9999
alpha,http://adults-society.com/us/pennsylvania-adults/whitehall-township-adult.shtml,"Alburtis, Old Orchard, Palmer Heights, Wilson, Red Lion, Easton, Weissport East, Topton, Spinnerstown, Lehighton, Wind Gap, Phillipsburg, East Greenville, Quakertown, Alpha, Kutztown, Pennsburg, Effort.
Results are based on a radius search of Whitehall Township, Pennsylvania with a city centre lookup of:",-0.9999
sick,http://www.griffinsautorepair.com/timing-cooling-system-maintenance/,"the pocketbook.
A Review of Cooling System Maintenance
Before we get into all the different ways you can detect a sick cooling system, let’s first review what a cooling system is and what it does. Your vehicle’s engine requires a lot",-0.9999
basic,https://community.act.com/t5/Act-Premium/Question-Social-Media-registration-in-Act/td-p/247812,"or maybe is this on a roadmap for a future version of Act?.
08-26-2013 09:47 AM
Ther eis currently only basic integration in Act! for Facebook and LinkedIn. This will allow you to view recent updates by the contact, but it",-0.9999
on god,https://exceptionnoted.wordpress.com/2015/04/,"in our hearts we felt the sentence of death. But this happened that we might not rely on ourselves but on God, who raises the dead.”
Last year on this same day, April 23rd, the phone rang in my office. I am",-0.9999
sick,https://freebirdsinnovations.blogspot.com/2016/01/,"is a new strain of bronchitis and it is in the leg!
T: (rolls eyes) Well I'm sorry, I am sick as well!
I just had to share that with you. It made me laugh until my chest hurt, haha I",-0.9999
